"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US01019","Cherokee County, Alabama","10477","416","4.7","1.4","4.9","1.4","12.8","2.0","9.8","2.9","17.3","2.6","19.1","2.9","9.8","1.8","12.6","2.3","5.1","1.4","3.8","1.2","50769","4891","71062","3960","42.0","(X)","(X)","(X)","(X)","(X)","6839","402","4.0","1.7","1.4","1.0","8.7","2.3","8.7","3.4","15.9","3.0","19.8","3.4","12.0","2.6","18.0","3.1","6.6","2.0","5.0","1.8","66392","4979","84396","5505","(X)","(X)","46.4","(X)","(X)","(X)","5430","390","3.0","2.0","1.2","1.2","7.8","2.6","7.6","4.1","15.1","3.2","18.3","3.5","12.3","2.9","20.7","4.0","8.0","2.5","6.0","2.3","71042","5361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3638","419","6.7","2.3","11.4","3.5","21.1","4.1","12.0","4.3","20.1","4.6","16.9","4.5","6.7","2.8","1.6","1.2","1.9","1.8","1.5","1.4","33576","4413","44438","5821","(X)","(X)","(X)","(X)","33.3","(X)",
"0500000US01021","Chilton County, Alabama","17554","415","4.9","1.2","5.4","1.7","8.4","1.9","10.4","2.0","12.8","2.1","17.8","2.2","16.4","2.3","14.9","2.3","5.7","1.3","3.2","1.0","61873","2954","75680","3654","44.4","(X)","(X)","(X)","(X)","(X)","12072","554","3.9","1.3","1.5","0.7","5.7","1.8","6.0","1.6","13.3","2.4","20.1","3.6","19.1","3.1","18.6","3.1","7.5","1.9","4.4","1.5","74137","7329","88765","5190","(X)","(X)","45.0","(X)","(X)","(X)","8850","532","2.4","1.4","0.4","0.3","4.4","2.1","4.9","1.6","11.5","2.6","18.5","3.7","21.0","3.9","22.5","4.2","9.2","2.5","5.3","1.8","85071","4037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5482","532","7.3","2.5","14.1","4.7","15.1","4.4","19.7","5.1","14.9","4.1","12.9","3.6","7.4","3.0","7.0","3.5","0.8","0.8","0.7","0.7","31452","1532","44448","5761","(X)","(X)","(X)","(X)","42.4","(X)",
"0500000US01023","Choctaw County, Alabama","5174","261","8.4","2.4","7.6","2.4","12.5","3.0","12.2","3.1","12.1","3.1","14.8","3.2","10.4","2.8","15.5","2.8","4.6","1.7","1.7","0.9","44483","4856","63315","3499","38.5","(X)","(X)","(X)","(X)","(X)","3212","268","7.4","3.0","1.1","0.9","5.6","2.2","12.6","3.8","10.5","3.6","17.3","4.0","13.7","3.9","21.6","4.4","7.5","2.7","2.7","1.5","65982","8095","80815","5587","(X)","(X)","40.3","(X)","(X)","(X)","2336","230","3.7","2.4","1.1","1.2","2.2","1.4","6.5","2.8","10.2","4.6","19.2","5.3","15.3","4.8","28.2","5.8","9.9","3.8","3.7","2.0","89275","4833","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1962","270","10.9","4.4","18.3","5.6","24.5","7.5","11.5","5.2","14.9","5.9","9.8","5.1","5.0","2.8","4.9","2.8","0.0","2.0","0.2","0.4","22476","4779","33495","3730","(X)","(X)","(X)","(X)","34.6","(X)",
"0500000US01025","Clarke County, Alabama","8452","367","10.5","3.1","5.0","1.9","12.3","2.4","11.1","2.7","12.1","2.3","14.6","2.1","12.5","2.6","12.0","2.0","5.8","1.8","4.2","1.7","49167","4873","73965","9406","48.2","(X)","(X)","(X)","(X)","(X)","5314","341","4.4","1.9","2.4","2.0","7.9","2.5","8.8","3.1","12.7","3.4","16.7","2.8","15.3","3.3","16.9","2.8","8.3","2.8","6.6","2.7","72578","5287","96688","13668","(X)","(X)","51.9","(X)","(X)","(X)","3617","313","1.5","0.9","0.0","1.1","4.6","1.7","8.4","3.7","10.3","3.9","19.9","3.7","16.6","4.1","20.9","3.7","11.1","3.8","6.7","2.5","80264","4996","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3138","380","21.7","7.0","9.3","3.4","19.1","4.6","16.6","5.4","11.9","4.1","10.5","3.4","5.7","3.5","3.7","2.2","1.6","2.2","0.0","1.3","24918","4532","34227","5062","(X)","(X)","(X)","(X)","37.8","(X)",
"0500000US01027","Clay County, Alabama","5765","262","6.8","2.6","6.8","2.2","9.2","2.5","9.9","2.7","14.5","3.3","21.3","4.5","8.9","2.8","15.0","2.8","4.7","1.9","2.8","1.3","51852","3549","71247","6659","37.8","(X)","(X)","(X)","(X)","(X)","4232","282","6.3","3.0","1.8","1.4","5.9","2.6","9.4","3.0","16.2","4.0","22.0","4.8","10.2","3.5","18.6","3.8","5.9","2.5","3.7","1.7","61750","8838","81569","8227","(X)","(X)","40.7","(X)","(X)","(X)","3257","322","2.3","1.8","0.6","1.0","3.5","2.2","5.6","2.7","17.1","4.6","24.9","5.5","11.6","4.1","22.0","5.1","7.7","3.2","4.7","2.3","72090","4370","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1533","224","10.6","4.7","19.5","7.3","18.7","6.5","10.8","6.0","9.8","6.6","19.2","8.4","4.3","3.3","5.2","4.1","1.5","1.7","0.4","0.8","25781","7908","41847","9650","(X)","(X)","(X)","(X)","29.4","(X)",
"0500000US01029","Cleburne County, Alabama","5849","215","7.0","2.2","4.3","2.1","11.2","3.8","8.3","2.6","16.2","4.1","15.4","3.1","14.1","2.7","15.5","3.4","5.4","2.5","2.6","1.4","53319","4481","73100","7851","32.1","(X)","(X)","(X)","(X)","(X)","3909","289","2.1","1.4","0.8","0.9","5.1","2.5","6.9","2.8","13.2","3.6","21.1","4.4","18.9","3.9","21.9","4.8","6.4","3.6","3.6","2.0","76694","11211","90856","11044","(X)","(X)","34.5","(X)","(X)","(X)","2998","247","0.5","0.7","0.3","0.5","3.3","2.3","4.0","2.2","12.7","3.8","18.2","4.4","19.7","5.0","28.3","6.2","8.3","4.6","4.7","2.6","90545","5187","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1940","252","18.4","6.0","10.4","5.7","24.2","8.6","10.6","5.3","22.6","9.6","3.8","2.0","4.4","2.7","3.4","3.1","1.8","1.9","0.5","0.7","23771","5815","35534","6251","(X)","(X)","(X)","(X)","25.4","(X)",
"0500000US01031","Coffee County, Alabama","20860","435","7.2","1.3","5.7","1.3","7.8","1.2","7.5","1.2","12.3","1.4","15.9","1.8","12.9","1.7","17.3","1.8","8.0","1.1","5.4","0.9","64672","3538","81266","3023","30.3","(X)","(X)","(X)","(X)","(X)","14012","427","3.5","1.0","4.1","1.4","7.0","1.6","6.0","1.2","11.8","2.1","14.2","2.1","15.0","2.2","20.6","2.3","10.0","1.5","7.8","1.4","79929","3506","94455","3414","(X)","(X)","31.7","(X)","(X)","(X)","10107","458","1.6","0.8","2.2","1.2","3.3","1.6","3.9","0.9","9.3","2.1","14.4","2.3","16.3","2.3","25.4","3.0","13.2","2.0","10.4","1.9","98617","4244","111830","4722","(X)","(X)","(X)","(X)","(X)","(X)","6848","421","15.3","2.9","9.8","2.9","10.6","2.2","10.5","2.4","14.2","3.0","16.7","3.0","9.3","3.0","9.7","2.5","3.3","1.5","0.5","0.4","37603","3939","51626","4470","(X)","(X)","(X)","(X)","25.7","(X)",
"0500000US01033","Colbert County, Alabama","24217","489","7.5","1.7","5.0","1.1","8.7","1.4","8.6","1.4","15.1","2.1","17.9","2.1","13.0","2.1","14.3","1.8","6.3","1.2","3.7","1.0","56736","4001","74264","3832","37.6","(X)","(X)","(X)","(X)","(X)","15427","690","5.4","1.6","2.2","1.0","5.4","1.5","7.3","1.7","14.1","2.9","18.5","2.7","16.5","2.7","17.5","2.6","8.3","2.0","4.8","1.3","70711","3838","88025","5201","(X)","(X)","37.8","(X)","(X)","(X)","10912","644","0.9","0.7","0.2","0.2","2.8","0.9","5.6","1.6","11.4","2.9","19.9","3.2","18.2","3.0","23.5","3.6","10.9","2.7","6.7","1.7","86984","3759","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8790","641","12.3","4.0","10.6","2.8","14.2","2.9","11.6","2.7","18.2","3.8","17.0","3.7","6.6","2.3","6.1","2.6","3.2","1.6","0.3","0.3","35704","2866","45823","4583","(X)","(X)","(X)","(X)","36.5","(X)",
"0500000US01035","Conecuh County, Alabama","4528","265","8.8","3.2","8.5","3.0","11.7","3.1","9.9","3.2","17.7","5.2","16.5","4.0","9.1","2.7","12.1","2.9","2.3","1.4","3.3","1.4","42266","4545","61553","5470","52.7","(X)","(X)","(X)","(X)","(X)","2799","255","7.4","3.3","2.9","1.7","7.2","3.2","12.0","4.1","14.4","5.2","20.8","5.1","11.5","3.8","15.4","3.9","3.4","2.2","5.1","2.2","55625","5804","73709","6495","(X)","(X)","54.2","(X)","(X)","(X)","1873","237","2.9","2.1","2.1","2.1","5.7","3.8","6.6","3.8","12.1","6.0","25.3","6.9","13.4","4.7","19.3","5.8","5.0","3.1","7.6","3.2","71074","9558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1729","259","11.0","7.3","18.0","8.0","19.3","6.5","13.1","6.3","17.7","8.9","9.0","5.6","4.1","3.3","6.7","3.7","0.6","0.7","0.5","0.5","26979","10824","38719","6740","(X)","(X)","(X)","(X)","50.2","(X)",
"0500000US01037","Coosa County, Alabama","4201","203","2.0","1.3","6.2","2.6","10.5","3.1","7.9","2.8","16.1","4.4","22.8","5.0","11.9","3.2","15.7","4.4","2.4","1.4","4.6","2.5","57063","5500","69698","6191","42.7","(X)","(X)","(X)","(X)","(X)","2735","272","4.1","3.4","2.2","1.4","3.5","2.0","6.1","2.9","13.6","4.5","26.1","6.7","17.1","4.6","18.3","5.6","2.5","1.8","6.4","3.3","68369","2920","80488","7289","(X)","(X)","48.8","(X)","(X)","(X)","1983","249","0.6","0.9","2.4","1.9","1.1","1.1","2.9","2.5","13.2","5.3","30.1","7.0","20.4","6.0","19.4","6.2","3.0","2.3","7.0","3.8","73750","8780","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1466","226","2.9","2.5","13.6","6.9","20.2","6.9","11.7","6.0","20.9","7.5","14.4","6.2","2.3","2.3","10.8","6.4","2.1","2.7","1.2","2.2","35541","7972","47663","8283","(X)","(X)","(X)","(X)","29.7","(X)",
"0500000US01039","Covington County, Alabama","14495","307","6.6","1.5","8.0","1.9","11.3","1.5","10.0","1.5","13.3","1.8","16.6","2.2","11.4","1.6","12.0","1.6","5.7","1.1","5.0","1.3","50886","4230","73109","5313","38.4","(X)","(X)","(X)","(X)","(X)","9579","422","5.3","1.7","3.1","1.2","7.2","1.7","8.0","1.6","15.0","2.4","17.7","2.7","13.7","2.2","14.9","2.2","8.1","1.7","6.8","1.8","65570","5801","85793","5211","(X)","(X)","40.0","(X)","(X)","(X)","7015","422","1.7","0.9","1.4","0.9","5.9","1.8","6.7","1.7","12.3","2.5","17.7","3.0","15.2","2.7","19.3","2.7","10.7","2.3","9.2","2.4","80721","6844","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4916","427","10.5","3.1","16.8","4.6","19.6","3.1","14.1","2.9","13.3","3.0","12.7","3.7","6.5","2.0","4.9","1.7","0.2","0.3","1.4","0.9","27153","2691","45366","10867","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US01041","Crenshaw County, Alabama","5075","176","9.9","2.9","6.9","2.0","13.3","2.5","7.4","1.7","13.1","2.6","17.9","3.4","10.8","2.3","12.5","2.4","4.7","1.3","3.6","1.6","49040","4592","70635","7711","40.1","(X)","(X)","(X)","(X)","(X)","3111","192","2.5","1.5","3.5","1.6","7.7","2.5","8.2","2.5","12.0","3.1","20.4","3.6","15.4","3.6","19.0","4.1","5.9","1.9","5.4","2.4","66523","9417","90296","10178","(X)","(X)","46.3","(X)","(X)","(X)","2228","198","0.8","0.9","2.1","1.4","5.7","2.7","6.5","2.1","9.0","3.2","20.1","4.7","18.1","4.5","24.7","5.1","6.6","2.5","6.5","3.1","85128","10341","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1964","236","22.0","7.0","12.4","4.1","23.1","4.5","6.8","3.2","13.7","5.7","14.0","5.5","2.5","2.2","2.1","1.3","2.6","2.3","0.7","0.9","22200","3539","38509","9082","(X)","(X)","(X)","(X)","28.7","(X)",
"0500000US01043","Cullman County, Alabama","34543","607","5.1","1.0","4.7","1.0","9.8","1.2","9.1","1.3","13.4","1.6","17.4","1.6","14.4","1.7","14.9","1.4","6.2","1.2","4.9","0.8","60916","2736","78002","2810","39.6","(X)","(X)","(X)","(X)","(X)","24110","870","2.5","0.8","1.9","0.7","6.9","1.4","6.7","1.2","12.7","1.9","18.4","2.0","17.4","2.1","19.2","1.9","8.1","1.4","6.2","1.0","76098","3521","91102","3222","(X)","(X)","40.1","(X)","(X)","(X)","18653","908","1.1","0.4","0.7","0.4","4.4","1.2","6.1","1.4","11.0","1.9","17.9","2.2","19.5","2.4","22.1","2.4","9.7","1.7","7.5","1.3","86398","4566","101638","3572","(X)","(X)","(X)","(X)","(X)","(X)","10433","811","11.3","2.8","11.7","2.8","18.6","3.2","15.4","3.1","15.0","2.5","15.0","3.9","7.7","2.5","2.7","1.3","0.9","0.9","1.7","0.9","30160","2350","43052","3724","(X)","(X)","(X)","(X)","35.4","(X)",
"0500000US01045","Dale County, Alabama","19769","356","6.7","1.4","5.7","1.1","11.9","1.6","8.9","1.5","13.6","1.7","17.4","1.9","14.4","1.5","13.4","1.5","4.4","1.1","3.6","0.7","53955","2136","69759","2751","40.8","(X)","(X)","(X)","(X)","(X)","12374","442","6.9","1.9","2.4","0.9","6.9","1.6","6.4","1.2","13.1","2.0","18.5","2.5","16.3","2.0","18.0","2.1","6.4","1.6","5.0","1.1","69752","2871","82622","4208","(X)","(X)","43.1","(X)","(X)","(X)","8551","550","2.7","1.3","0.9","0.6","2.1","0.7","4.8","1.2","13.7","2.4","17.6","3.0","18.8","2.3","23.8","2.9","8.9","2.4","6.7","1.6","86147","5691","99391","5686","(X)","(X)","(X)","(X)","(X)","(X)","7395","455","9.0","2.1","11.9","2.6","20.3","2.6","13.3","3.2","13.3","3.0","15.3","3.0","9.6","2.7","5.1","1.8","0.9","0.5","1.2","1.0","32140","3434","45627","4004","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US01047","Dallas County, Alabama","15416","426","10.8","2.4","9.7","2.0","17.0","2.5","11.1","2.1","11.9","2.2","16.9","2.2","7.9","1.7","8.8","1.6","3.8","1.0","2.1","0.8","36810","3543","55600","4005","41.8","(X)","(X)","(X)","(X)","(X)","8848","476","7.8","2.9","5.4","1.9","11.4","2.8","11.2","2.8","11.6","2.2","20.2","3.3","9.5","2.6","13.7","2.5","6.2","1.8","3.1","1.3","52752","5184","69114","4778","(X)","(X)","50.3","(X)","(X)","(X)","4796","435","2.5","1.3","0.5","0.5","3.8","2.7","7.3","2.9","9.2","2.4","27.3","4.8","12.2","3.4","22.0","3.5","10.9","3.2","4.4","1.9","74652","6387","92989","6645","(X)","(X)","(X)","(X)","(X)","(X)","6568","609","16.4","3.6","15.8","4.0","25.1","4.9","11.5","3.0","11.5","4.1","12.0","3.1","5.0","2.0","1.2","0.8","0.6","0.6","0.7","0.6","21011","1321","35455","5239","(X)","(X)","(X)","(X)","29.3","(X)",
"0500000US01049","DeKalb County, Alabama","25946","462","5.3","1.1","5.9","1.4","13.0","1.5","11.9","1.6","12.9","1.7","18.3","1.6","12.9","1.5","13.6","1.4","4.1","0.8","2.1","0.5","51149","2343","65789","2110","40.9","(X)","(X)","(X)","(X)","(X)","18309","562","2.8","1.0","2.7","0.9","8.4","1.6","11.1","1.9","13.4","2.0","20.5","2.3","15.5","2.0","17.7","2.0","5.2","1.1","2.7","0.7","60315","2968","76151","2784","(X)","(X)","43.7","(X)","(X)","(X)","14334","689","1.5","1.0","1.7","0.8","6.7","1.8","9.1","1.9","13.5","2.3","18.8","2.7","18.8","2.5","20.4","2.6","6.3","1.3","3.1","0.9","73262","5094","83867","3455","(X)","(X)","(X)","(X)","(X)","(X)","7637","509","12.5","2.5","13.6","3.8","24.2","3.5","16.7","3.0","11.7","2.5","12.8","3.0","4.3","1.4","3.0","1.5","0.4","0.3","0.8","0.6","24768","3053","37381","4564","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US01051","Elmore County, Alabama","32529","559","3.9","0.7","2.5","0.7","7.5","1.3","6.9","1.2","11.2","1.7","17.6","1.5","15.3","1.8","19.3","1.9","9.0","1.3","6.8","1.1","75553","3115","96359","4387","36.6","(X)","(X)","(X)","(X)","(X)","23736","727","3.4","1.0","1.8","0.8","3.1","1.1","6.4","1.3","9.6","1.8","14.7","1.7","16.9","2.2","23.5","2.3","12.1","1.7","8.5","1.4","91529","5263","109244","5395","(X)","(X)","37.8","(X)","(X)","(X)","17197","774","1.0","0.5","0.5","0.6","0.9","0.4","4.5","1.4","7.3","1.6","12.9","2.0","16.4","2.2","30.1","3.0","15.1","2.2","11.1","1.8","108738","3367","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8793","680","7.3","1.9","5.9","1.8","18.2","3.5","9.1","2.8","15.8","3.1","25.4","4.3","9.3","2.1","6.7","1.8","0.7","0.5","1.6","0.8","43641","3474","57489","7573","(X)","(X)","(X)","(X)","32.7","(X)",
"0500000US01053","Escambia County, Alabama","12781","438","9.9","2.2","7.9","1.9","11.7","2.5","10.6","2.0","14.4","2.8","17.6","2.6","11.5","1.9","9.1","1.7","4.2","1.3","3.1","0.8","44447","3904","60177","3128","43.6","(X)","(X)","(X)","(X)","(X)","8135","512","6.0","2.0","3.2","1.5","8.3","2.8","9.5","2.5","16.4","3.5","18.7","3.0","14.9","2.9","13.2","2.4","6.0","2.0","3.8","1.2","60428","5753","73260","4048","(X)","(X)","45.8","(X)","(X)","(X)","5725","458","2.4","1.8","0.6","0.6","5.1","2.7","6.8","2.8","15.7","4.1","20.7","4.2","18.0","3.8","17.4","3.3","8.1","2.7","5.2","1.7","73323","5809","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4646","474","17.4","5.0","16.0","4.3","17.5","5.5","13.3","3.7","12.2","3.5","14.7","3.8","5.0","2.6","1.6","1.2","0.7","0.7","1.7","1.2","24545","5996","35703","4273","(X)","(X)","(X)","(X)","38.9","(X)",
"0500000US01055","Etowah County, Alabama","39160","581","5.9","0.8","6.3","1.0","12.2","1.4","9.5","1.0","13.9","1.3","19.1","1.4","10.8","1.1","13.4","1.4","4.9","0.8","3.9","0.8","53070","1864","73124","3820","43.7","(X)","(X)","(X)","(X)","(X)","25692","751","3.6","1.0","2.6","0.8","6.8","1.1","7.6","1.0","13.6","1.5","21.5","2.0","13.6","1.5","18.5","2.0","7.0","1.2","5.2","1.2","67790","2955","89260","5365","(X)","(X)","45.9","(X)","(X)","(X)","18290","764","1.5","0.6","0.9","0.5","4.5","1.1","4.8","0.9","11.5","1.8","22.1","2.4","16.3","1.9","22.3","2.6","8.9","1.6","7.1","1.6","81478","3308","104561","6924","(X)","(X)","(X)","(X)","(X)","(X)","13468","777","10.9","1.9","13.5","2.2","22.9","3.1","13.8","2.2","15.1","2.6","13.4","2.3","5.1","1.4","3.4","0.9","0.8","0.4","1.1","0.8","27012","2421","40293","3915","(X)","(X)","(X)","(X)","38.2","(X)",
"0500000US01057","Fayette County, Alabama","6051","253","6.0","2.5","9.5","2.6","11.5","2.6","9.4","2.8","13.0","2.9","14.4","3.1","14.0","3.2","13.9","3.0","3.7","1.6","4.6","1.9","50733","5743","69566","5609","41.2","(X)","(X)","(X)","(X)","(X)","4097","256","2.7","1.7","5.0","2.8","6.2","2.3","7.7","2.7","14.1","3.4","16.3","4.0","19.6","4.3","18.3","3.6","4.5","2.1","5.8","2.5","71884","8376","81764","6792","(X)","(X)","43.5","(X)","(X)","(X)","3294","241","2.1","1.8","2.1","1.4","4.3","2.1","6.0","2.6","12.4","3.4","15.0","3.7","23.6","5.1","22.1","4.3","5.4","2.7","6.9","3.0","88723","7760","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1954","322","12.9","6.8","20.0","5.5","21.4","6.6","13.3","6.1","11.2","4.4","10.1","4.4","2.3","1.7","4.8","4.0","1.8","2.6","2.1","2.4","23313","3849","43229","11795","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US01059","Franklin County, Alabama","11593","368","4.9","1.5","5.3","1.7","13.1","2.6","12.7","2.8","13.1","2.6","17.8","3.1","13.0","2.7","12.3","2.4","5.6","1.4","2.3","0.8","51493","5249","67215","3565","35.1","(X)","(X)","(X)","(X)","(X)","7666","397","4.0","1.8","1.8","1.0","7.6","2.6","11.0","3.7","13.3","2.9","19.6","4.3","14.1","2.6","17.7","3.4","8.4","2.1","2.5","0.9","66038","4186","79379","4429","(X)","(X)","40.6","(X)","(X)","(X)","5815","462","2.7","2.0","0.0","0.1","5.8","2.6","8.7","3.5","9.9","2.8","21.3","4.6","16.4","3.6","22.4","4.1","9.6","2.8","3.1","1.2","77486","9646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3927","364","8.0","2.9","12.6","4.7","24.1","5.8","17.0","5.5","12.2","4.1","14.0","5.2","8.9","4.9","1.7","1.7","0.0","1.0","1.5","1.6","27712","2871","40827","7904","(X)","(X)","(X)","(X)","23.6","(X)",
"0500000US01061","Geneva County, Alabama","10550","270","4.3","1.4","5.6","1.6","12.5","2.4","12.2","2.6","14.8","2.3","18.8","3.2","12.7","1.9","11.4","2.6","5.0","1.6","2.7","1.3","50951","4889","66098","3944","36.0","(X)","(X)","(X)","(X)","(X)","7091","361","2.2","0.9","4.1","1.5","8.2","2.5","10.0","3.4","14.4","3.2","21.0","3.9","14.4","2.9","15.0","3.3","6.7","2.2","3.9","2.0","63658","4110","77532","5559","(X)","(X)","36.1","(X)","(X)","(X)","5377","387","0.6","0.5","1.4","1.2","4.7","1.8","9.8","4.1","13.5","4.2","22.4","4.5","15.8","3.4","18.0","4.0","8.7","2.9","5.1","2.6","72362","4734","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3459","323","8.9","3.7","10.5","4.1","22.6","5.5","15.4","4.3","14.9","3.6","13.4","4.8","8.8","3.2","4.0","2.1","1.3","1.7","0.2","0.2","28927","3345","41183","4373","(X)","(X)","(X)","(X)","34.7","(X)",
"0500000US01063","Greene County, Alabama","3037","199","8.1","3.4","15.1","5.0","16.0","5.9","14.3","4.7","13.9","4.8","14.1","4.5","8.8","4.1","4.8","2.5","1.3","1.3","3.5","2.5","31495","4589","48047","5746","51.2","(X)","(X)","(X)","(X)","(X)","1695","265","2.5","1.9","4.2","2.8","14.2","7.1","18.4","7.6","14.0","6.0","18.6","6.8","11.7","6.7","8.1","4.2","2.3","2.2","5.8","4.6","43606","15207","63490","9181","(X)","(X)","63.7","(X)","(X)","(X)","909","226","1.0","1.8","0.2","0.8","10.1","10.1","8.0","5.2","10.1","6.5","30.3","10.8","16.0","10.7","9.8","6.6","3.6","3.9","10.9","8.6","59728","12015","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1342","242","15.1","6.7","30.0","9.5","18.3","8.9","8.0","4.9","16.5","6.9","5.9","4.2","5.1","4.1","0.6","1.0","0.0","2.9","0.6","1.2","18900","6058","27818","5237","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US01065","Hale County, Alabama","5541","253","8.0","3.5","10.4","2.9","18.5","4.5","8.9","2.4","9.6","2.4","13.7","3.4","14.0","3.0","9.7","2.3","3.5","1.7","3.8","1.7","41325","5403","61740","6375","55.4","(X)","(X)","(X)","(X)","(X)","3050","267","2.1","1.7","5.4","3.5","9.5","3.9","9.6","3.4","10.4","3.8","15.0","4.0","20.2","4.2","15.6","3.9","5.7","2.6","6.4","3.0","71159","8728","81023","6811","(X)","(X)","61.7","(X)","(X)","(X)","1970","252","1.4","1.3","0.3","0.4","6.5","3.0","5.5","3.2","8.1","3.3","10.4","3.6","27.2","5.8","22.3","5.7","8.7","3.8","9.7","4.5","91029","5909","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2491","310","15.1","7.1","17.7","5.4","28.3","7.8","9.7","3.7","8.6","3.5","12.1","6.3","5.1","3.3","2.0","1.7","0.7","1.2","0.6","1.0","22548","5410","36505","9612","(X)","(X)","(X)","(X)","47.6","(X)",
"0500000US01067","Henry County, Alabama","6684","311","6.5","1.8","6.4","2.1","11.1","2.3","10.5","2.2","8.3","2.1","17.6","3.2","10.8","2.4","18.0","3.0","5.9","1.9","4.9","1.9","60135","6853","78795","7257","35.5","(X)","(X)","(X)","(X)","(X)","4467","313","4.0","2.0","1.7","1.5","6.7","2.4","7.3","2.2","7.2","1.8","20.7","4.5","12.8","3.1","24.7","4.3","8.3","3.0","6.7","2.7","79127","10519","98725","10206","(X)","(X)","36.7","(X)","(X)","(X)","3500","281","2.2","1.4","0.2","0.3","4.2","2.6","4.7","2.1","6.1","2.0","22.0","4.8","13.3","3.4","29.7","5.1","9.1","3.6","8.5","3.4","94775","8906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2217","258","11.8","3.9","15.7","5.3","20.4","5.4","17.1","4.6","10.2","4.4","11.2","4.9","6.7","4.3","4.5","3.7","1.4","1.0","0.9","0.8","26067","3474","37890","4807","(X)","(X)","(X)","(X)","32.8","(X)",
